pm_id,pm_date,pm_title,pm_authors,pm_affiliations,pm_journals,pm_abstract
28666656,2017-06-27,Reasons for and Experiences With Surgical Interventions for Female Genital Mutilation/Cutting (FGM/C): A Systematic Review.,Rigmor C Berg ; Solvi Taraldsen ; Maryan A Said ; Ingvil Krarup Sorbye ; Siri Vangen,"Norwegian Institute of Public Health, Oslo, Norway; University of Tromso, Tromso, Norway. Electronic address: rigmor.berg@fhi.no. ; Norwegian National Advisory Unit on Women's Health, Division of Gynecology and Obstetrics, Oslo University Hospital HF Rikshospitalet, Oslo, Norway. ; Norwegian National Advisory Unit on Women's Health, Division of Gynecology and Obstetrics, Oslo University Hospital HF Rikshospitalet, Oslo, Norway; Oslo University Hospital Ulleval Hospital, Oslo, Norway. ; Norwegian National Advisory Unit on Women's Health, Division of Gynecology and Obstetrics, Oslo University Hospital HF Rikshospitalet, Oslo, Norway. ; Norwegian National Advisory Unit on Women's Health, Division of Gynecology and Obstetrics, Oslo University Hospital HF Rikshospitalet, Oslo, Norway; Institute of Clinical Medicine, University of Oslo, Oslo, Norway.",the journal of sexual medicine. ; journal of sexual medicine. ; the journal of sexual medicine ; j sex med,"Because female genital mutilation/cutting (FGM/C) leads to changes in normal genital anatomy and functionality, women are increasingly seeking surgical interventions for their FGM/C-related concerns.
To conduct a systematic review of empirical quantitative and qualitative research on interventions for women with FGM/C-related complications.
We conducted systematic searches up to May 2016 in 16 databases to obtain references from different disciplines. We accepted all study designs consisting of girls and women who had been subjected to FGM/C and that examined a reparative intervention for a FGM/C-related concern. We screened the titles, abstracts, and full texts of retrieved records for relevance. Then, we assessed the methodologic quality of the included studies and extracted and synthesized the study data.
All outcomes were included.
Of 3,726 retrieved references, 71 studies including 7,291 women were eligible for inclusion. We identified three different types of surgical intervention: defibulation or surgical separation of fused labia, excision of a cyst with or without some form of reconstruction, and clitoral or clitoral-labial reconstruction. Reasons for seeking surgical interventions consisted of functional complaints, sexual aspirations, esthetic aspirations, and identity recovery. The most common reasons for defibulation were a desire for improved sexual pleasure, vaginal appearance, and functioning. For cyst excision, cystic swelling was the main reason for seeking excision; for reconstruction, the main reason was to recover identity. Data on women's experiences with a surgical intervention are sparse, but we found that women reported easier births after defibulation. Our findings also suggested that most women were satisfied with defibulation (overall satisfaction = 50-100%), typically because of improvements in their sexual lives. Conversely, the results suggested that defibulation had low social acceptance and that the procedure created distress in some women who disliked the new appearance of their genitalia. Most women were satisfied with clitoral reconstruction, but approximately one third were dissatisfied with or perceived a worsening in the esthetic look.
The information health care professionals give to women who seek surgical interventions for FGM/C should detail the intervention options available and what women can realistically expect from such interventions.
The systematic review was conducted in accordance with guidelines, but there is a slight possibility that studies were missed.
There are some data on women's motivations for surgery for FGM/C-related concerns, but little is known about whether women are satisfied with the surgery, and experiences appear mixed. Berg RC, Taraldsen S, Said MA, et al. Reasons for and Experiences With Surgical Interventions for Female Genital Mutilation/Cutting (FGM/C): A Systematic Review. J Sex Med 2017;14:977-990."
28774378,2017-08-05,Sodium and Myocardial Function: An Unsavory Story.,Thomas H Marwick,"Baker Heart and Diabetes Institute, Melbourne, Australia. Electronic address: tom.marwick@bakeridi.edu.au.",jacc ; j. am. coll. cardiol. ; j am coll cardiol ; journal of the american college of cardiology. ; journal of the american college of cardiology,
28774377,2017-08-05,Association of Estimated Sodium Intake With Adverse Cardiac Structure and Function: From the HyperGEN Study.,Senthil Selvaraj ; Luc Djousse ; Frank G Aguilar ; Eva E Martinez ; Vincenzo B Polsinelli ; Marguerite R Irvin ; Donna K Arnett ; Sanjiv J Shah,"Division of Aging, Department of Medicine, Brigham and Women's Hospital and Harvard Medical School, Boston, Massachusetts. Electronic address: senthil.selvaraj@uphs.upenn.edu. ; Division of Aging, Department of Medicine, Brigham and Women's Hospital and Harvard Medical School, Boston, Massachusetts. ; Division of Cardiology, Department of Medicine, Northwestern University Feinberg School of Medicine, Chicago, Illinois. ; Division of Cardiology, Department of Medicine, Northwestern University Feinberg School of Medicine, Chicago, Illinois. ; Division of Cardiology, Department of Medicine, Northwestern University Feinberg School of Medicine, Chicago, Illinois. ; Department of Epidemiology, School of Public Health, University of Alabama-Birmingham, Birmingham, Alabama. ; Department of Epidemiology, School of Public Health, University of Alabama-Birmingham, Birmingham, Alabama. ; Division of Cardiology, Department of Medicine, Northwestern University Feinberg School of Medicine, Chicago, Illinois.",jacc ; j. am. coll. cardiol. ; j am coll cardiol ; journal of the american college of cardiology. ; journal of the american college of cardiology,"The optimal level of sodium intake remains controversial.
This study sought to determine whether examination of left ventricular longitudinal strain (LS), circumferential strain, and e' velocity can provide insight into thresholds for the detrimental effects of estimated sodium intake (ESI) on subclinical cardiovascular disease.
We performed speckle-tracking analysis on HyperGEN (Hypertension Genetic Epidemiology Network) study echocardiograms with available urinary sodium data (N = 2,996). We evaluated the associations among ESI and LS, circumferential strain, and e' velocity using multivariable-adjusted linear mixed-effects models (to account for relatedness among subjects) with linear splines (spline 1: ESI ≤3.7 g/day, spline 2: ESI >3.7 g/day based on visual inspection of fractional polynomial plots of the association between ESI and indices of strain and e' velocity). We performed mediation analysis to understand the indirect effects of systolic blood pressure and serum aldosterone on the relationship between ESI and strain and e' velocity.
Mean age of participants was 49 ± 14 years, 57% were female, 50% were African American, and 54% had hypertension. The median ESI was 3.73 (interquartile range: 3.24, 4.25) g/day. ESI >3.7 g/day was associated with larger left atrial and left ventricular dimensions (p < 0.05). After adjusting for speckle-tracking analyst, image quality, study site, age, sex, smoking status, alcohol use, daily blocks walked, diuretic use, estimated glomerular filtration rate, left ventricular mass, ejection fraction, and wall motion score index, ESI >3.7 g/day was associated with both strain parameters and e' velocity (p < 0.05 for all comparisons), but ESI ≤3.7 g/day was not (p > 0.05 for all comparisons). There were significant interactions by potassium excretion for circumferential strain. Mediation analysis suggested that systolic blood pressure explained 14% and 20% of the indirect effects between ESI and LS and e' velocity, respectively, whereas serum aldosterone explained 19% of the indirect effects between ESI and LS.
ESI >3.7 g/day is associated with adverse cardiac remodeling and worse systolic strain and diastolic e' velocity."
28739839,2017-07-24,Dog ownership supports the maintenance of physical activity during poor weather in older English adults: cross-sectional results from the EPIC Norfolk cohort.,Yu-Tzu Wu ; Robert Luben ; Andy Jones,"Department of Population Health and Primary Care, Norwich Medical School, University of East Anglia, Norwich, UK. | UKCRC Centre for Diet and Activity Research (CEDAR), Cambridge Institute of Public Health, Cambridge, UK. ; Department of Public Health and Primary Care, Cambridge Institute of Public Health, University of Cambridge, Cambridge, UK. ; Department of Population Health and Primary Care, Norwich Medical School, University of East Anglia, Norwich, UK. | Department of Public Health and Primary Care, Cambridge Institute of Public Health, University of Cambridge, Cambridge, UK.",journal of epidemiology and community health ; journal of epidemiology & community health (1979) ; journal of epidemiology and community health. ; journal of epidemiology and community health (1979) ; journal of epidemiology & community health ; j epidemiol community health ; journal of epidemiology & community health.,"Dog ownership has been suggested to encourage physical activity in older adults and may enhance resilience to poor environmental conditions. This study investigates the role of dog ownership and walking as a means of supporting the maintenance of physical activity in older adults during periods of inclement weather.
The analysis used data from the European Prospective Investigation into Cancer and Nutrition Norfolk cohort. Daily physical activity (counts per minute) and minutes of sedentary behaviour were measured using accelerometers over 7 days. Three types of environmental conditions, day length, precipitation and maximum temperature, were date matched with daily physical activity. A multilevel first-order autoregressive time-series model quantified the moderating effect of self-reported dog ownership and walking on the association between physical activity and weather factors.
Among the 3123 participants, 18% reported having a dog in their households and two-thirds of dog owners walked their dogs at least once a day. Regular dog walkers were more active and less sedentary on days with the poorest conditions than non-dog owners were on the days with the best conditions. In days with the worst conditions, those who walked their dogs had 20% higher activity levels than non-dog owners and spent 30 min/day less sedentary.
Those who walked dogs were consistently more physically active than those who did not regardless of environmental conditions. These large differences suggest that dog walking, where appropriate, can be a component of interventions to support physical activity in older adults."
28341623,2017-03-23,Twenty miles per hour speed limits: a sustainable solution to public health problems in Wales.,Sarah J Jones ; Huw Brunt,"Public Health Wales, Cardiff, UK. ; Public Health Wales, Cardiff, UK.",journal of epidemiology and community health ; journal of epidemiology & community health (1979) ; journal of epidemiology and community health. ; journal of epidemiology and community health (1979) ; journal of epidemiology & community health ; j epidemiol community health ; journal of epidemiology & community health.,"Prevention, rather than treatment, is the key to longer healthier lives. Identifying interventions that will impact positively on road traffic injuries, air quality and encourage active travel is a significant public health challenge. This paper aimed to explore whether 20 mph limits could be useful in achieving this.
Research evidence was reviewed to identify the effect of 20 mph zones and limits on health and well-being. The evidence was then used to estimate the effect of a change to a 20 mph limit on road traffic casualties and air pollution. It was then mapped against the seven goals of the Well-being of Future Generations Act (2015).
If all current 30 mph limit roads in Wales became 20 mph limits, it is estimated that 6-10 lives would be saved and 1200-2000 casualties avoided each year, at a value of prevention of £58M-£94M. In terms of air pollution, deaths attributed to nitrogen dioxide (NO2) may increase by 63, and years of life lost by 753. However, deaths attributed to particulates (PM2.5) may decrease by 117 and years of life lost by 1400. Evidence review suggests benefits in terms of road traffic casualties, air quality, active travel, noise pollution, greater social inclusion, greater community cohesion and local business viability.
Road traffic injuries, air pollution and obesity are an inter-related, interdependent triad. The challenge facing public health today is identifying robust interventions that will have positive effects on all three as a minimum; default 20 mph limits is the solution to increasing public health problems in Wales."
28634188,2017-06-20,Low-Dose Aspirin and Pancreatic Cancer Risk-Letter.,Theodore M Brasky ; Jean Wactawski-Wende,"The Ohio State University-James Comprehensive Cancer Center, Columbus, Ohio. Theodore.Brasky@osumc.edu. | The Ohio State University College of Medicine, Division of Cancer Prevention and Control, Columbus, Ohio. ; The State University of New York at Buffalo, School of Public Health and Health Professions, Buffalo, New York.","cancer epidemiology, biomarkers and prevention : a publication of the american association for cancer research, cosponsored by the american society of preventive oncology. ; cancer epidemiology, biomarkers & prevention : a publication of the american association for cancer research, cosponsored by the american society of preventive oncology ; cancer epidemiology, biomarkers & prevention ; cancer epidemiol biomarkers prev ; cancer epidemiol. biomarkers prev. ; cancer epidemiology, biomarkers and prevention ; cancer epidemiology, biomarkers & prevention : a publication of the american association for cancer research, cosponsored by the american society of preventive oncology.",
28765338,2017-08-03,Periodontal Disease and Incident Cancer Risk among Postmenopausal Women: Results from the Women's Health Initiative Observational Cohort.,Ngozi N Nwizu ; James R Marshall ; Kirsten Moysich ; Robert J Genco ; Kathleen M Hovey ; Xiaodan Mai ; Michael J LaMonte ; Jo L Freudenheim ; Jean Wactawski-Wende,"Department of Diagnostic and Biomedical Sciences, School of Dentistry, The University of Texas Health Science Center at Houston, Houston, Texas. | Department of Cancer Prevention and Control, Roswell Park Cancer Institute, Buffalo, New York. | Department of Epidemiology and Environmental Health, University at Buffalo, State University of New York, Buffalo, New York. ; Department of Cancer Prevention and Control, Roswell Park Cancer Institute, Buffalo, New York. ; Department of Cancer Prevention and Control, Roswell Park Cancer Institute, Buffalo, New York. ; Department of Oral Biology, University at Buffalo, State University of New York, Buffalo, New York. ; Department of Epidemiology and Environmental Health, University at Buffalo, State University of New York, Buffalo, New York. ; Department of Epidemiology and Environmental Health, University at Buffalo, State University of New York, Buffalo, New York. ; Department of Epidemiology and Environmental Health, University at Buffalo, State University of New York, Buffalo, New York. ; Department of Epidemiology and Environmental Health, University at Buffalo, State University of New York, Buffalo, New York. ; Department of Epidemiology and Environmental Health, University at Buffalo, State University of New York, Buffalo, New York. jww@buffalo.edu. | Department of Gynecology-Obstetrics, University at Buffalo, State University of New York at Buffalo, Buffalo, New York.","cancer epidemiology, biomarkers and prevention : a publication of the american association for cancer research, cosponsored by the american society of preventive oncology. ; cancer epidemiology, biomarkers & prevention : a publication of the american association for cancer research, cosponsored by the american society of preventive oncology ; cancer epidemiology, biomarkers & prevention ; cancer epidemiol biomarkers prev ; cancer epidemiol. biomarkers prev. ; cancer epidemiology, biomarkers and prevention ; cancer epidemiology, biomarkers & prevention : a publication of the american association for cancer research, cosponsored by the american society of preventive oncology.","Background: Periodontal pathogens have been isolated from precancerous and cancerous lesions and also shown to promote a procarcinogenic microenvironment. Few studies have examined periodontal disease as a risk factor for total cancer, and none have focused on older women. We examined whether periodontal disease is associated with incident cancer among postmenopausal women in the Women's Health Initiative Observational Study.Methods: Our prospective cohort study comprised 65,869 women, ages 54 to 86 years. Periodontal disease information was obtained via self-report questionnaires administered between 1999 and 2003, whereas ascertainment of cancer outcomes occurred through September 2013, with a maximum follow-up period of 15 years. Physician-adjudicated incident total cancers were the main outcomes and site-specific cancers were secondary outcomes. HRs and 95% confidence intervals (CI) were calculated using Cox proportional hazards regression. All analyses were conducted two-sided.Results: During a mean follow-up of 8.32 years, 7,149 cancers were identified. Periodontal disease history was associated with increased total cancer risk (multivariable-adjusted HR, 1.14; 95% CI, 1.08-1.20); findings were similar in analyses limited to 34,097 never-smokers (HR, 1.12; 95% CI, 1.04-1.22). Associations were observed for breast (HR, 1.13; 95% CI, 1.03-1.23), lung (HR, 1.31; 95% CI, 1.14-1.51), esophagus (HR, 3.28; 95% CI, 1.64-6.53), gallbladder (HR, 1.73; 95% CI, 1.01-2.95), and melanoma skin (HR, 1.23; 95% CI, 1.02-1.48) cancers. Stomach cancer was borderline (HR, 1.58; 95% CI, 0.94-2.67).Conclusions: Periodontal disease increases risk of total cancer among older women, irrespective of smoking, and certain anatomic sites appear to be vulnerable. Impact: Our findings support the need for further understanding of the effect of periodontal disease on cancer outcomes. Cancer Epidemiol Biomarkers Prev; 26(8); 1255-65. ©2017 AACR."
28760971,2017-07-31,Cytokine signature associated with disease severity in chronic fatigue syndrome patients.,Jose G Montoya ; Tyson H Holmes ; Jill N Anderson ; Holden T Maecker ; Yael Rosenberg-Hasson ; Ian J Valencia ; Lily Chu ; Jarred W Younger ; Cristina M Tato ; Mark M Davis,"Department of Medicine, Stanford University School of Medicine, Stanford, CA 94305. | Division of Infectious Diseases and Geographic Medicine; Stanford University School of Medicine, Stanford, CA 94305. | Institute for Immunity, Transplantation and Infection, Stanford University School of Medicine, Stanford, CA 94305. ; Division of Infectious Diseases and Geographic Medicine; Stanford University School of Medicine, Stanford, CA 94305. | Institute for Immunity, Transplantation and Infection, Stanford University School of Medicine, Stanford, CA 94305. | Stanford Human Immune Monitoring Center, Stanford University School of Medicine, Stanford, CA 94305. ; Department of Medicine, Stanford University School of Medicine, Stanford, CA 94305. | Division of Infectious Diseases and Geographic Medicine; Stanford University School of Medicine, Stanford, CA 94305. ; Institute for Immunity, Transplantation and Infection, Stanford University School of Medicine, Stanford, CA 94305. | Stanford Human Immune Monitoring Center, Stanford University School of Medicine, Stanford, CA 94305. | Department of Microbiology and Immunology, Stanford University School of Medicine, Stanford, CA 94305. ; Institute for Immunity, Transplantation and Infection, Stanford University School of Medicine, Stanford, CA 94305. | Stanford Human Immune Monitoring Center, Stanford University School of Medicine, Stanford, CA 94305. ; Division of Infectious Diseases and Geographic Medicine; Stanford University School of Medicine, Stanford, CA 94305. ; Division of Infectious Diseases and Geographic Medicine; Stanford University School of Medicine, Stanford, CA 94305. ; Department of Anesthesiology, Stanford University School of Medicine, Stanford, CA 94305. ; Institute for Immunity, Transplantation and Infection, Stanford University School of Medicine, Stanford, CA 94305. | Stanford Human Immune Monitoring Center, Stanford University School of Medicine, Stanford, CA 94305. ; Institute for Immunity, Transplantation and Infection, Stanford University School of Medicine, Stanford, CA 94305; mmdavis@stanford.edu. | Stanford Human Immune Monitoring Center, Stanford University School of Medicine, Stanford, CA 94305. | Department of Microbiology and Immunology, Stanford University School of Medicine, Stanford, CA 94305. | Howard Hughes Medical Institute, Stanford University School of Medicine, Stanford, CA 94305.","proc nat acad sci ; proceedings of the national academy of sciences of the usa ; proc natl acad sci ; proceedings of the national academy of sciences of the united states of america. ; proc. natl. acad. sci. u.s.a. ; proc natl acad sci usa ; proc nattl acad sci usa ; proc natl acad sci, usa ; proc.nat.acad.sci.usa ; proc. nat. acad. sc. u. s. ; proc natl acad sci u ; proc natl acad sci, u s a ; proc nat acad sci usa ; pnas usa ; proc. natl. acad. sci. usa ; proceedings of the national academy of sciences of the united states of america ; proc natl acad sci u s a ; pnas ; p n a s","Although some signs of inflammation have been reported previously in patients with myalgic encephalomyelitis or chronic fatigue syndrome (ME/CFS), the data are limited and contradictory. High-throughput methods now allow us to interrogate the human immune system for multiple markers of inflammation at a scale that was not previously possible. To determine whether a signature of serum cytokines could be associated with ME/CFS and correlated with disease severity and fatigue duration, cytokines of 192 ME/CFS patients and 392 healthy controls were measured using a 51-multiplex array on a Luminex system. Each cytokine's preprocessed data were regressed on ME/CFS severity plus covariates for age, sex, race, and an assay property of newly discovered importance: nonspecific binding. On average, TGF-β was elevated (P = 0.0052) and resistin was lower (P = 0.0052) in patients compared with controls. Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α. Of the 17 cytokines that correlated with severity, 13 are proinflammatory, likely contributing to many of the symptoms experienced by patients and establishing a strong immune system component of the disease. Only CXCL9 (MIG) inversely correlated with fatigue duration."
29087345,2017-10-30,"Reply to Roerink et al: Methods for recruitment, serum separation, and storage were the same for patients and controls.",Jose G Montoya ; Holden T Maecker ; Yael Rosenberg-Hasson ; Mark M Davis,"Department of Medicine, Stanford University School of Medicine, Stanford, CA 94305. | Division of Infectious Diseases and Geographic Medicine, Stanford University School of Medicine, Stanford, CA 94305. | Institute for Immunity, Transplantation and Infection, Stanford University School of Medicine, Stanford, CA 94305. ; Institute for Immunity, Transplantation and Infection, Stanford University School of Medicine, Stanford, CA 94305. | Stanford Human Immune Monitoring Center, Stanford University School of Medicine, Stanford, CA 94305. | Department of Microbiology and Immunology, Stanford University School of Medicine, Stanford, CA 94305. ; Institute for Immunity, Transplantation and Infection, Stanford University School of Medicine, Stanford, CA 94305. | Stanford Human Immune Monitoring Center, Stanford University School of Medicine, Stanford, CA 94305. | Department of Microbiology and Immunology, Stanford University School of Medicine, Stanford, CA 94305. ; Institute for Immunity, Transplantation and Infection, Stanford University School of Medicine, Stanford, CA 94305; mmdavis@stanford.edu. | Stanford Human Immune Monitoring Center, Stanford University School of Medicine, Stanford, CA 94305. | Department of Microbiology and Immunology, Stanford University School of Medicine, Stanford, CA 94305. | Howard Hughes Medical Institute, Stanford University School of Medicine, Stanford, CA 94305.","proc nat acad sci ; proceedings of the national academy of sciences of the usa ; proc natl acad sci ; proceedings of the national academy of sciences of the united states of america. ; proc. natl. acad. sci. u.s.a. ; proc natl acad sci usa ; proc nattl acad sci usa ; proc natl acad sci, usa ; proc.nat.acad.sci.usa ; proc. nat. acad. sc. u. s. ; proc natl acad sci u ; proc natl acad sci, u s a ; proc nat acad sci usa ; pnas usa ; proc. natl. acad. sci. usa ; proceedings of the national academy of sciences of the united states of america ; proc natl acad sci u s a ; pnas ; p n a s",
28687678,2017-07-07,Occupational exposure to pesticides are associated with fixed airflow obstruction in middle-age.,Sheikh M Alif ; Shyamali C Dharmage ; Geza Benke ; Martine Dennekamp ; John A Burgess ; Jennifer L Perret ; Caroline J Lodge ; Stephen Morrison ; David Peter Johns ; Graham G Giles ; Lyle C Gurrin ; Paul S Thomas ; John Llewelyn Hopper ; Richard Wood-Baker ; Bruce R Thompson ; Iain H Feather ; Roel Vermeulen ; Hans Kromhout ; E Haydn Walters ; Michael J Abramson ; Melanie Claire Matheson,"Allergy and Lung Health Unit, Centre for Epidemiology and Biostatistics, School of Population and Global Health, The University of Melbourne, Melbourne, Victoria, Australia. ; Allergy and Lung Health Unit, Centre for Epidemiology and Biostatistics, School of Population and Global Health, The University of Melbourne, Melbourne, Victoria, Australia. | Murdoch Childrens Research Institute, Melbourne, Victoria, Australia. ; Department of Epidemiology and Preventive Medicine, School of Public Health and Preventive Medicine, Monash University, Melbourne, Victoria, Australia. ; Department of Epidemiology and Preventive Medicine, School of Public Health and Preventive Medicine, Monash University, Melbourne, Victoria, Australia. | Graduate Entry Medical School, University of Limerick, Limerick, Ireland. ; Allergy and Lung Health Unit, Centre for Epidemiology and Biostatistics, School of Population and Global Health, The University of Melbourne, Melbourne, Victoria, Australia. ; Allergy and Lung Health Unit, Centre for Epidemiology and Biostatistics, School of Population and Global Health, The University of Melbourne, Melbourne, Victoria, Australia. | Department of Respiratory and Sleep Medicine, Austin Hospital, Melbourne, Victoria, Australia. ; Allergy and Lung Health Unit, Centre for Epidemiology and Biostatistics, School of Population and Global Health, The University of Melbourne, Melbourne, Victoria, Australia. ; Department of Medicine, University of Queensland, Brisbane, Queensland, Australia. ; School of Medicine, University of Tasmania, Hobart, Tasmania, Australia. ; Allergy and Lung Health Unit, Centre for Epidemiology and Biostatistics, School of Population and Global Health, The University of Melbourne, Melbourne, Victoria, Australia. | Murdoch Childrens Research Institute, Melbourne, Victoria, Australia. | Cancer Epidemiology and Intelligence Division, Cancer Council Victoria, Melbourne, Victoria, Australia. ; Allergy and Lung Health Unit, Centre for Epidemiology and Biostatistics, School of Population and Global Health, The University of Melbourne, Melbourne, Victoria, Australia. | Murdoch Childrens Research Institute, Melbourne, Victoria, Australia. ; Faculty of Medicine, University of New South Wales, Sydney, New South Wales, Australia. ; Allergy and Lung Health Unit, Centre for Epidemiology and Biostatistics, School of Population and Global Health, The University of Melbourne, Melbourne, Victoria, Australia. ; School of Medicine, University of Tasmania, Hobart, Tasmania, Australia. ; Allergy Immunology and Respiratory Medicine, The Alfred Hospital, Melbourne, Victoria, Australia. ; Gold Coast University Hospital, Southport, Queensland, Australia. | Bond University, Robina, Queensland, Australia. ; Environmental Epidemiology Division, Institute for Risk Assessment Sciences, Utrecht University, Utrecht, The Netherlands. ; Environmental Epidemiology Division, Institute for Risk Assessment Sciences, Utrecht University, Utrecht, The Netherlands. ; Allergy and Lung Health Unit, Centre for Epidemiology and Biostatistics, School of Population and Global Health, The University of Melbourne, Melbourne, Victoria, Australia. | Department of Epidemiology and Preventive Medicine, School of Public Health and Preventive Medicine, Monash University, Melbourne, Victoria, Australia. | School of Medicine, University of Tasmania, Hobart, Tasmania, Australia. ; Department of Epidemiology and Preventive Medicine, School of Public Health and Preventive Medicine, Monash University, Melbourne, Victoria, Australia. ; Allergy and Lung Health Unit, Centre for Epidemiology and Biostatistics, School of Population and Global Health, The University of Melbourne, Melbourne, Victoria, Australia. | Murdoch Childrens Research Institute, Melbourne, Victoria, Australia.","thorax, lond. ; thorax. ; thorax","Population-based studies have found evidence of a relationship between occupational exposures and Chronic Obstructive Pulmonary Disease (COPD), but these studies are limited by the use of prebronchodilator spirometry. Establishing this link using postbronchodilator is critical, because occupational exposures are a modifiable risk factor for COPD.
To investigate the associations between occupational exposures and fixed airflow obstruction using postbronchodilator spirometry.
One thousand three hundred and thirty-five participants were included from 2002 to 2008 follow-up of the Tasmanian Longitudinal Health Study (TAHS). Spirometry was performed and lifetime work history calendars were used to collect occupational history. ALOHA plus Job Exposure Matrix was used to assign occupational exposure, and defined as ever exposed and cumulative exposure unit (EU)-years. Fixed airflow obstruction was defined by postbronchodilator FEV1/FVC <0.7 and the lower limit of normal (LLN). Multinomial logistic regressions were used to investigate potential associations while controlling for possible confounders.
Ever exposure to biological dust (relative risk (RR)=1.58, 95% CI 1.01 to 2.48), pesticides (RR=1.74,95% CI 1.00 to 3.07) and herbicides (RR=2.09,95% CI 1.18 to 3.70) were associated with fixed airflow obstruction. Cumulative EU-years to all pesticides (RR=1.11,95% CI 1.00 to 1.25) and herbicides (RR=1.15,95% CI 1.00 to 1.32) were also associated with fixed airflow obstruction. In addition, all pesticides exposure was consistently associated with chronic bronchitis and symptoms that are consistent with airflow obstruction. Ever exposure to mineral dust, gases/fumes and vapours, gases, dust or fumes were only associated with fixed airflow obstruction in non-asthmatics only.
Pesticides and herbicides exposures were associated with fixed airflow obstruction and chronic bronchitis. Biological dust exposure was also associated with fixed airflow obstruction in non-asthmatics. Minimising occupational exposure to these agents may help to reduce the burden of COPD."
28782791,2017-08-07,Occupational exposures to solvents and metals are associated with fixed airflow obstruction.,Sheikh M Alif ; Shyamali C Dharmage ; Geza Benke ; Martine Dennekamp ; John A Burgess ; Jennifer L Perret ; Caroline J Lodge ; Stephen Morrison ; David P Johns ; Graham G Giles ; Lyle C Gurrin ; Paul S Thomas ; John L Hopper ; Richard Wood-Baker ; Bruce R Thompson ; Iain H Feather ; Roel Vermeulen ; Hans Kromhout ; E Haydn Walters ; Michael J Abramson ; Melanie C Matheson,"Faculty of Medicine, Dentistry and Health Sciences, The University of Melbourne, Level 3, 207 Bouverie St, Carlton 3010, Australia. E-mail: s.dharmage@unimelb.edu.au.","scand j work environ health ; scandinavian journal of work, environment and health. ; scandinavian journal of work, environment & health. ; scandinavian journal of work, environment and health ; scandinavian journal of work, environment & health","Objectives This study investigated the associations between occupational exposures to solvents and metals and fixed airflow obstruction (AO) using post-bronchodilator spirometry. Methods We included 1335 participants from the 2002-2008 follow-up of the Tasmanian Longitudinal Health Study. Ever-exposure and cumulative exposure-unit (EU) years were calculated using the ALOHA plus job exposure matrix (JEM). Fixed AO was defined as post-bronchodilator forced expiratory volume in one second (FEV1)/forced vital capacity (FVC) <0.7 and FEV 1/FVC<lower limit of normal. Diffusing capacity of the lung for carbon monoxide (DLCO) was combined with FEV 1/FVC<0.7 to define fixed AO plus low DLco. Multinomial regressions were used to estimate associations adjusting for possible confounders. Results Ever-exposure to metals was associated with fixed AO [relative risk (RR) 1.71, 95% CI 1.03-2.85] and fixed AO lower limit of normal (RR 1.67, 95% CI 1.00-2.78). Women had lower cumulative EU years to chlorinated solvents [mean 20.9, standard deviation (SD) 13.4] than men (mean 28.6, SD 36.9). However, the risk of developing fixed AO and fixed AO plus low DLCO associated with each cumulative EU year of chlorinated solvents were higher among women than men (RR 1.08 versus 0.99, P-value for effect measure modification=0.006; RR 1.08 versus 1.00, P-value for effect measure modification=0.02). Conclusions We have shown ever-exposure to metals and chlorinated solvents are important risk factors for fixed AO. The effects for solvents were strongest among women. Preventive strategies need to be followed to reduce these exposures at the workplace."
