news_id,news_date,news_title,news_content
2pTqedr,2017-05-23,Abused infants may slip through the cracks in hospital systems," Infants who are victims of physical abuse take longer to get to a hospital and are less likely to receive emergency trauma care compared to children who sustain an accidental injury, researchers in the UK say.   “Victims of severe physical abuse are mostly under one year old . . . and arrive ‘by stealth’ to hospitals, often hours after injury,” lead author Dr. Ffion Davies of University Hospitals of Leicester NHS Trust told Reuters Health by email.   “This is the same the world over,” she said. “They are much less likely to arrive by ambulance, which is the mechanism by which trauma care systems in the U.S., Canada, Australia, UK and many European countries are ‘activated.’”   This means that from the start, these abused infants are unlikely to get the attention they need. “(They) arrive to non-designated trauma hospitals, have a delay in diagnosis, delay in key urgent treatments, and fare less well than those accidentally injured,” Davies said.    The study team analyzed data from the pediatric database of the UK’s national trauma registry from April 2012, when the UK created designated trauma centers, to June 2015.    Among 7,825 children, 94 percent were classified as having an accidental injury and 6 percent as cases of suspected child abuse.   On average, the children suspected of having been abused were much younger, with half under the age of 4 months, whereas half of those with accidental injuries were at least 7 years old. The abused children also tended to have more severe injuries and had nearly three times higher rates of death, at 5.7 percent versus 2.2 percent among the accidentally injured, according to the results in the Emergency Medicine Journal.   Fewer children with suspected abuse injuries arrived at the hospital via emergency services: 25.6 percent versus 44 percent by ambulance; and 0.6 percent versus 7.6 percent by helicopter.   Children with suspected abuse injuries also took longer to reach a hospital from the time of injury, with half arriving in under eight hours, compared to less than 1.5 hours for those with accidental injuries.   Similar delays in transfer to a major trauma unit were incurred. However, the combined parental and hospital delays meant that only half of children with suspected abuse injuries reached a trauma center within 21.6 hours post-injury compared with 13.8 hours for accidental injuries.   “The key recommendations are for all hospitals - not just trauma departments - to have an awareness that these victims of severe physical abuse are infants, and need to be detected as severe injury cases by frontline staff (ER doctors and nurses),” Davies said.   As soon as an abuse case is detected, she emphasized, “the trauma care system needs to be rapidly activated in order to give these children the best chance of survival.”   “The U.S. has the same issue,” noted Dr. Hnin Khine, associate director of the Division of Pediatric Emergency Medicine of Children’s Hospital at Montefiore in New York.    “We see the same pattern of presentation, in how (parents) avoid contact with pre-hospital care and the same differences between accidental and non-accidental injury,” she told Reuters Health.   “I used to work in a trauma center,” Khine said. “The trauma system is set up for networking - like admission at the pre-hospital level - and it’s amazing when you have that. The problem is, it’s directed more at older children and adults who have accidental injury.”   Khine’s facility is not a trauma center, but she does see younger patients with severe injuries, mostly due to head injuries, she said.    “They’re not usually brought in by ambulance. Parents bring them in and say the child is vomiting and doesn’t want to eat. But often at least a day has passed and they’re very vague about how it happened,” Khine said.   “The infant doesn’t get intubated right away because parents try to elude the system and misdirect us,” she said.   While the study did a good job in presenting the problem, Khine said, “they really don’t have an answer for it. We just have to take a very detailed history and have a high suspicion when the history doesn’t match what we see. I don’t know of any system that is set up to pick up these suspected child abuse cases.”  "
2rJLiQW,2017-05-22,"Under Obamacare, insurance companies provide more breast pumps"," The 2010 Affordable Care Act (ACA) may have helped more women in the United States breastfeed as a result of its coverage of breast pumps, suggests a new study.   Among women in Maine with private insurance, the number of claims for breast pumps rose 11-fold after the law’s breastfeeding provisions took effect.   “Something that is a pretty small provision has really made a big impact,” said lead author Summer Hawkins, of the Boston College School of Social Work.   The ACA - better known as Obamacare - contains two breastfeeding provisions, Hawkins and colleagues write in the American Journal of Public Health. It requires employers to provide women with breastfeeding time and a space to pump, and it requires private insurance companies to completely cover the cost of lactation support counseling and equipment rental.   Breastfeeding coverage began to take effect as early as 2012 for some plans,  they add.   “I was really intrigued that in early 2013 that there were these blog posts coming out about these national shortages of breast pumps due to the Affordable Care Act,” Hawkins told Reuters Health.   Pediatricians recommend that mothers exclusively breastfeed infants until at least 6 months of age because it is tied to reduced risk for babies of ear and respiratory infections, sudden infant death syndrome, allergies, childhood obesity and diabetes.    Mothers may benefit too, with longer periods of breastfeeding linked to lower risks of depression, bone deterioration and certain cancers.   To see if there was a link between implementation of the ACA breastfeeding provisions and an increase in breastfeeding services, Hawkins’ team examined insurance claims data from Maine from 2012 through 2014.   Over the entire study period, the researchers found only 11 claims for breast pumps among women on Medicaid, the state and federal health insurance program for the poor. Medicaid does not cover the pumps.   Meanwhile, they found 70 claims for breast pumps among women with private insurance in the third quarter of 2012. That number rose to 629 a year later and to 803 in the third quarter of 2014.   “The next quarter this was offered, you saw an uptick,” said Hawkins of the claims for pumps. “Then the next quarter, you saw even more.”   There was no increase in claims for lactation services. Hawkins said that part of the regulations may not have been as clear for insurance companies.   The results are not surprising, said Diane Spatz, director of the Lactation Program and Mothers’ Milk Bank at the Children’s Hospital of Philadelphia.   “We certainly know that access to breast pumps improved for some people in some populations with the Affordable Care Act, but it’s not universal,” said Spatz, who is also affiliated with the University of Pennsylvania School of Nursing in Philadelphia.   Spatz, who wasn’t involved with the new study, pointed out that claims did not increase among women on Medicaid, who are already less likely to start breastfeeding.   Spatz told Reuters Health that the legislation doesn’t specify what type of pump must be covered by insurance. But Hawkins noted that the vast majority of claims have been for electric or hospital-grade devices, which are generally preferable to manual pumps.   The data from Maine don’t necessarily reflect what is happening in other states, Hawkins said. And her team can’t say whether more women were actually breastfeeding once they got their pumps.   If efforts to repeal the ACA are successful and breastfeeding coverage is lost, the claim rates won’t continue to increase, Hawkins predicts.   “I think it would sort of roll back to what it was,” she said.  "
2qzRHzC,2017-05-19,Drugs approved with limited data aren’t always well-tested later," (Reuters Health) - New medicines that win U.S. marketing approval without conclusive evidence of their effectiveness aren’t always proven to work after they go on sale, a recent research review suggests.    Researchers focused on medicines approved for sale based on single pivotal trials or based on what’s known as “surrogate markers,” such as lab tests and signs of risk for disease such as cholesterol levels instead of true clinical outcomes like heart attacks or deaths. Many times no follow-up studies were published after these medicines went on sale, and when studies were published they often continued to rely on surrogate markers to suggest potential effectiveness.    “Everyone wants new drugs to be approved for use as quickly as possible - patients want access to innovative therapies and physicians want alternatives for their patients, particularly if they work better or are safer,” said senior study author Dr. Joseph Ross of Yale University in New Haven, Connecticut.    “However, speeding up the approval process increases our collective uncertainty about drugs’ benefits and safety,” Ross said by email. “This exposes patients to risks - the risk that they are spending their resources on therapies that do not work as well as expected as well as the possibility that they are taking drugs that have underlying safety risks that have not yet been figured out.”   For the study, researchers examined published studies of 117 medicines approved for treating 123 medical conditions by the U.S. Food and Drug Administration between 2005 and 2012, based on either a single pivotal trial or on trials that relied on surrogate endpoints.   Overall, no follow-up studies were published for 43 of the 123 approved indications, or 35 percent, researchers report in the BMJ. They examined research published up to about five years after the drugs won FDA approval.    For half of the conditions, no more than one post-approval study was published, the researchers found.    For the medicines cleared for sale based on surrogate markers, 90 percent of the studies published after they went on sale also used surrogate markers of disease.     Only six of the 33 uses for the drugs that had been approved by the FDA based on a single pivotal trial had a study published after approval that was a random experiment and proved the medicine worked better for specific clinical outcomes than a placebo or an alternative therapy.   Just one of the 49 uses approved based only on studies of surrogate markers had a gold-standard randomized study of clinical outcomes published after it went on sale that proved it worked better than no treatment or alternatives.    And only two of the 41 uses approved with a single pivotal trial and surrogate markers had a randomized study proving superior clinical effectiveness published after it was cleared for sale.    It’s possible that studies published after the analysis was done might have proven some of the medicines worked better than alternatives for specific clinical outcomes, the authors note. The results might also look different for other medicines that were approved with multiple pivotal trials instead of with only one, they say.    Even so, The study should make patients cautious about whether they are benefiting from new medicines before the health effects of the drugs are fully understood, said Dr. Barbara Mintzes, a researcher at the University of Sydney who wasn’t involved in the study.    “This study raised a strong note of caution because the follow-up studies needed to show if these medicines are truly beneficial are either not being done or do not use the type of rigorous scientific methods needed to adequately test these medicines,” Mintzes said by email. “In many cases, when a new medicine is approved, there are already better tested treatments available.”  "
2qC0M9d,2017-05-19,"With mental health problems, fitness is tied to reduced risk of death"," For men experiencing emotional distress like depression, anxiety or thoughts of suicide, having high cardiorespiratory fitness may cut the risk of death in half compared to those in poor condition, researchers say.   “The prevalence of mental health issues is growing in the U.S. and globally,” said lead study author Mei Sui of the University of South Carolina in Columbia. “People are facing many stressors in their daily lives linked to depression, anxiety and other mental disorders.   “Medication to treat these mental problems is not only expensive but also comes with significant side effects such as weight gain,” she told Reuters Health. “Identifying modifiable factors that are beneficial to those with emotional distress has important clinical and public health applications.”   Mental health conditions cost the U.S. about $2.5 trillion in 2010 and are projected to cost the country $6 trillion by 2030, the authors write in Mayo Clinic Proceedings.    To see how cardiovascular fitness might affect healthcare costs and outcomes for people with mental health disorders, Sui and colleagues analyzed data from the Aerobics Center Longitudinal Study at the Cooper Clinic in Dallas, Texas, which conducted preventive health exams on more than 43,000 men between 1987 and 2002.    The researchers focused on 5,240 participants who reported a history of emotional distress, including 2,229 who reported more than one emotional distress condition. To measure cardiorespiratory fitness, participants ran on a treadmill until they were exhausted.    Among men who experienced emotional distress, 46 percent reported depression, 58 percent had anxiety, 51 percent had a history of mental counseling, and 8 percent reported ever having thoughts of suicide.    By the end of the follow up period, there were 128 deaths from any cause.   The researchers found that men with the lowest cardiovascular fitness tended to have higher weight, blood pressure, cholesterol and blood sugar levels and were more likely to smoke and to be sedentary.   In addition, men who reported more than one type of emotional distress were more common in the low-fitness group.    Compared to the lowest-fitness group, men with moderate cardiovascular fitness were 46 percent less likely to die of any cause during the study, and those in the high fitness group were 53 percent less likely to die.   “This significant strong inverse association between high levels of fitness and longevity in men with emotional distress is particularly interesting,” Sui said. “Clearly lifestyle behavior interventions to increase fitness levels could help those with emotional distress.”   Even moderate levels of fitness were associated with a 46 percent lower risk of dying, she noted. This moderate level of fitness means 30 minutes per day of activity such as swimming, jogging or biking, and is the current level recommended under American sports medicine guidelines.   The study mostly included non-Hispanic whites, and Sui would like to see more research about fitness in women and minority groups.   “This was the missing piece of the puzzle. We know now that assessing fitness and treating it should be at the center of mental health care,” said Davy Vancampfort of the University of Leuven Psychiatric Center in Belgium. He wasn’t involved in the current study but recently published an analysis that found people with severe mental illness are at heightened risk for heart disease    ( bit.ly/2qwMmsy ).   “This adds to our call to include assessment of physical activity and treatment to the standard mental health care package,” he told Reuters Health by email. “Mental health care settings and primary care settings should work closely together on this.”   Future research could also look at older populations, follow people for a longer period of time and account for medication such as psychotropic prescriptions in particular, said Brandon Stubbs of King’s College London in the UK.    “One in four of us will at some point experience a common mental illness in our lives,” Stubbs, who wasn’t involved in the study, told Reuters Health by email. “We can no longer view mental health and physical health separately given that they are so inextricably linked.”  "
2rkw6MJ,2017-05-19,Oil-based infertility test produces higher pregnancy rate than water-based test: study," (Reuters Health) - When it comes to using X-rays to check a woman’s reproductive system in search of  a cause for her infertility, oil turns out to be better than water.   A new study concludes that when doctors are debating whether to use a water-based or oil-based contrast fluid to inject into the egg-carrying tubes - part of a test known as hysterosalpingography - infertile women conceive more often with oil.   The pregnancy rate after six months was 40 percent when the oil-based fluid was used versus 29 percent with a water-based contrast media. The rates of live births were 39 percent and 28 percent respectively.   “If a woman has an indication to check her tubes with this test, then my advice would be to use the oil contrast,” chief author Dr. Kim Dreyer of the VU University Medical Center in Amsterdam told Reuters Health by phone.   The results were clear, but why oil would produce more pregnancies remains a mystery.   “We did not look at the mechanism,” she said. “Now we have to do further research to understand why.”   Nonetheless, the results, announced at the 13th World Congress on Endometriosis in Vancouver and published online by the New England Journal of Medicine, suggest an inexpensive step that can be used in some women before in vitro fertilization is attempted.   For years there was a suspicion among doctors that the diagnostic test and the oil contrast medium might enhance pregnancy rates. One review of previously published randomized controlled tests found a 3.6-fold increase in pregnancy. Yet there’s been no clear evidence that oil contrast is better than water.   “When I was doing this study, a lot of people said, ‘We know there’s no difference.’ But some said, ‘Why do the study because we know it works?’ That’s exactly why we had to do this study,” said Dreyer, a gynecology intern.   The results are based on 1,108 women treated in 27 hospitals in the Netherlands.   The volunteers, age 18 to 39, had been unable to conceive for at least a year and their Fallopian tubes were being evaluated as part of an attempt to discover why. All had spontaneous menstrual cycles. Oil and water contrast fluids were manufactured by France-based Guerbet. The trial was not blinded.   When the chance of the woman getting pregnant on her own over the next 12 months was estimated to be less than 30 percent, the woman was also offered intrauterine insemination. Insemination was also used when the man’s sperm count was mildly low or if at least two additional months since the test had passed without pregnancy.    A blockage of both Fallopian tubes, which carry the eggs for fertilization, was seen in just under 2 percent of the women in the oil group and just over 2 percent in the water group. More than 57 percent of the women in both groups were assigned to a wait-and-see approach, rather than insemination.   The average time to pregnancy was 2.7 months with oil and 3.1 months with water, a statistically significant difference.   In the oil group, 74 percent of the pregnancies were naturally conceived. The rate was 73 percent in the water group.   The two groups had comparable rates of adverse events.   Two women in each group developed an ectopic pregnancy.   The rate of congenital birth defects in offspring was 1.4 percent - reflecting 3 cases - in the 554-member oil group. There were no cases in the water group. Among the three children, one required surgery for esophageal atresia, one had developmental delay from chromosomal mosaicism and one died after receiving palliative care for severe bone and cartilage problems.   The higher rate of congenital problems “is probably due to chance,” Dreyer’s team wrote. “The frequency of congenital anomalies with oil contrast was not greater than rates reported in the general population.”   They said the pregnancy effect might be caused by oil being more effective at flushing debris and dislodging mucus plugs in the Fallopian tubes, but a direct endometrial effect seems unlikely because higher pregnancy rates were seen over multiple menstrual cycles.   The group has not completed a cost-effectiveness analysis but they calculated that only 10 women would need to be treated to produce an extra pregnancy.   “Tubal flushing with hysterosalpingography during a fertility workup is minimally invasive and inexpensive, as compared with IVF,” the researchers noted, and it hikes the odds of conception by 10 percentage points.   Dreyer cautioned women that “it won’t work for every woman who wants to get pregnant. There are a lot of other problems that hinder a pregnancy.”  "
2qRLWPa,2017-05-18,Low dairy consumption tied to risk of early menopause," Women in their early 40s with the highest intake of vitamin D and calcium from food sources may have a lower than average risk of starting menopause before age 45, a recent study suggests.   Taking vitamin D or calcium in supplement form had no benefit in the large study of U.S. nurses, the study team writes in American Journal of Clinical Nutrition, and there may be other substances in dairy foods that also contribute to their apparent protective effect.   “Early menopause can have substantial health impacts for women. It increases their risk of cardiovascular disease and early cognitive decline and osteoporosis,” lead author Alexandra Purdue-Smithe told Reuters Health.   In addition, as women are delaying having kids into their later reproductive years, having early menopause can have a substantial impact on their ability to conceive as they wish, which can have psychological and financial consequences, said Purdue-Smithe, an epidemiologist with the School of Public Health and Health Sciences at the University of Massachusetts Amherst.   “Given that (early menopause) affects roughly 10 percent of women in the U.S. and other Western populations, it felt like a worthwhile problem to start investigating and seeing if there are any potentially modifiable risk factors for it,” she said.   Menopause, when a woman stops menstruating and her levels of hormones like estrogen decline, typically happens between the ages of 45 and 55. Menopause before age 45 is considered “early.”   Vitamin D may be involved in some of the hormonal mechanisms of early menopause, but little is known about how dietary vitamin D and calcium affect the risk, Purdue-Smithe and her colleagues write.    They analyzed data from the Nurses’ Health Study II, a long-term study of more than 100,000 U.S. registered nurses who were 25 to 42 years old in 1989 when they began answering health questionnaires every two years.   The questionnaires were designed to assess the nurses’ lifestyles, behaviors and overall health. Questions about diet were asked five times over 20 years. Researchers followed the participants until 2011, by which time 2,041 women experienced early menopause.   “The women who consumed the most vitamin D from food sources had a 17 percent lower risk of having early menopause as compared to women who consumed the least,” Purdue-Smithe said. The researchers found this association only with dairy sources of vitamin D, like milk, not with non-dairy sources like oily fish.   Women who consumed the most calcium from food sources were also about 13 percent less likely to experience early menopause compared to women who consumed the least calcium, and once again, only dairy foods seemed to provide a benefit.    “Our next direction is to look at actual individual dairy foods and see if there’s something else going on with dairy itself,” Purdue-Smithe said.   The study team also found that taking high doses of calcium in supplement form was associated with a higher risk of early menopause. But the researchers speculate that these women might have been diagnosed with osteoporosis or other conditions that are also risk factors for early menopause.   “Most of what is known about the relationship between calcium and Vitamin D and women’s issues is related to bone health,” said Sandra Arevalo, a dietitian and director of the Nutrition Services and Community Outreach for Community Pediatrics at Montefiore Medical Center in New York.   Lack of Vitamin D and calcium in a woman’s diet, mainly as age progresses, increases her risk of low bone mineral density, osteoporosis and bone fractures, said Arevalo, who wasn’t involved in the study.   The top 10 food sources of calcium are low-fat yogurt, low-fat cheese, sardines, calcium-fortified soy milk, calcium-fortified orange juice, salmon, calcium fortified ready-to-eat cereal, turnips, kale and bok choi, she noted in an email.   The top 10 sources of Vitamin D are cod liver oil, swordfish, salmon, tuna fish, vitamin D fortified orange juice, low-fat vitamin D-fortified milk, yogurt, fortified margarine, sardines and liver, Arevalo said.  "
2rwcSkh,2017-05-18,Surgeons on board with teaching public to stop bleeding in emergencies," (Reuters Health) - Just as many regular people have already learned CPR, members of the public can and should learn techniques to stop bleeding after mass-shooting events or everyday injuries, a survey of U.S. surgeons concludes.   “It’s a simple skill, which if you don’t have it, could lead to someone bleeding significantly and potentially dying,” said lead study author Lenworth Jacobs, director of the Hartford Hospital Trauma Institute in Connecticut.   “Our goal is to inform and empower the public because that first line of defense can really make a difference,” he told Reuters Health. “If someone drops in front of you, you want to feel like you can save a life.”   Jacobs and his colleagues tested their 15-minute bleeding control course, called B-Con, at a national meeting of surgeons in October 2016 by teaching 341 attendees techniques for stopping bleeding just as members of the public would be trained.    After the course, they surveyed the participating surgeons about whether they thought the training initiative was a good idea. Jacobs’ team found that 94 percent of the doctors agreed that teaching bleeding control should be a national priority. In addition, 93 percent said the course was at the right difficulty level to train citizens. About 82 percent said people would need a refresher course every two or three years to remember proper bleeding control techniques.    “In a previous survey across the country, we found that 90 percent of the public was interested in learning how to stop bleeding, which really surprised us,” Jacobs said. “What they don’t want is to feel frozen when something happens right in front of them.”   The training program, described on the BleedingControl.org website, teaches hemorrhage control skills, including direct pressure, wound packing and tourniquet application in extreme situations. The goal is to pair the course with CPR education to spread it nationwide.   After the shooting at Sandy Hook Elementary School in Connecticut in 2012, the American College of Surgeons created the Joint Committee to Create a National Policy to Enhance Survivability from Mass Casualty Shooting Events. Following the Boston Marathon bombing in 2013, the committee expanded their focus to all mass casualty events, as well as everyday events that result in severe bleeding, such as car accidents or kitchen knife mishaps.    The committee started a national initiative called Bystanders: Our Nation’s Immediate Responders, and the White House began the Stop the Bleed campaign in 2015 to encourage the public to learn bleeding control techniques. The B-Con course is the latest step toward make bleeding control instruction a nationwide program, Jacobs’ team writes in the Journal of the American College of Surgeons.   The campaign includes promotional efforts, Jacobs noted. For example, Rob Lowe and Marcia Harden, stars of the popular CBS show “Code Black,” did a one-minute public service announcement at the end of an episode that was seen by 7 million viewers. The American College of Surgeons is also encouraging schools and workplaces to put bleeding control kits next to automatic defibrillators.   “The world has changed. If we want to talk about building a resilient country, this is one thing everyone can do to help increase personal preparedness,” said Alexander Eastman, director of the trauma center at the University of Texas Southwestern Medical Center in Dallas.   Eastman, who wasn’t involved with the study, is part of a U.S. Department of Homeland Security team that has promoted the Stop the Bleed campaign.    “What surprises me is the willingness of Americans to help their fellow man or woman when they need it,” he told Reuters Health. “Previously, in shooter situations, we taught everyone to run and hide, and now people want to help, which hasn’t been documented before.”   A bleeding control program, however, must address concerns about seeing and touching blood, as well as getting an infection or causing additional harm to the injured person.   “Bleeding is not a reason for panic,” said George Velmahos, chief of trauma and critical care at Massachusetts General Hospital in Boston. Valmahos, who wasn’t involved with the study, is part of a team that will be teaching the B-Con course in high schools around Boston.    “The next step is clearly evaluating the effectiveness of this course for the public,” he told Reuters Health by email. “Is this just a nice exercise, or is the average citizen really likely to save a life? This research will be hard to do, but it’s necessary to prove this major effort is worthwhile.”  "
2pZM7mA,2017-05-18,Birth weight may impact intelligence throughout life," Being born at below-normal weight is associated with a lower intelligence quotient (IQ) not only in childhood and young adulthood, but even at age 50, according to a new study from Denmark.     Researchers found IQ differences between underweight and normal-weight babies remained stable into midlife, and even within the normal birth weight range, higher weights equated with slightly higher IQ throughout life.   “We found that the association between birth weight and intelligence is stable from young adulthood into midlife,” said lead study author Trine Flensborg-Madsen of the University of Copenhagen.    “There are long-term cognitive consequences of birth weight that do not diminish,” Flensborg-Madsen said by email.    Birth weights of less than 2.5 kilograms (5 pounds, 8.2 ounces) have long been linked to a variety of health problems including the potential for a lower intelligence quotient (IQ) in youth. A normal birth weight ranges from 2.5 kg to 4 kg (8 pounds, 13.1 ounces) and the average weight of infants in the current study was 3.3 kg (7 pounds, 4.4 ounces).   Compared to babies born at 2.5 kg or less, infants with a birth weight of 3.5 to 4 kg scored more than five points higher on IQ tests at age 28 and again at age 50, the study found.    Worldwide, about 22 million babies, or 16 percent of infants, are born at a low birth weight each year, increasing their risk of death in the first months and years of life, according to UNICEF, the United Nations Children’s Fund.    Babies are often underweight when they’re born premature or have restricted fetal growth. Both of these problems are more common in the developing world and typically occur because mothers have pregnancy complications tied to poverty or poor nutrition.   For the current study, researchers examined data on almost 4,700 babies born in Copenhagen from 1959 to 1961, including birth records and results from intelligence assessments done when participants were 19, 28 and 50 years old.    They sorted babies into five weight categories: underweight, meaning 2.5 kg or less; 2.5 kg to 3 kg; more than 3 kg up to 3.5 kg; more than 3.5 kg up to 4 kg; and overweight, or more than 4 kg.    Average-weight babies in the study fell in the middle category of more than 3 kg up to 3.5 kg.    Birth weight was significantly associated with intelligence at all three follow-up assessments, researchers report in Pediatrics.    This association remained even after researchers adjusted for other factors that can influence intelligence such as household socioeconomic status and babies’ gestational age. A low birth weight can’t explain all of this connection because the association also held up among babies born at a range of healthy weights, the authors also note.   The study wasn’t a controlled experiment designed to prove that low birth weight directly causes lower IQ scores or that heavier babies are smarter.   Another limitation is the potential for many factors not explored in the study, such as home environment, maternal stress or parental intelligence, to influence babies’ future IQ scores, the authors point out.    Parents also shouldn’t be worried, because the absolute effect size is very small, said Dr. Susan Shenkin, a researcher at the University of Edinburgh who wasn’t involved in the study. Many decades ago, limited prenatal care might have also influenced how babies in the study developed in ways that would be different for infants born today, Skenkin said by email.    “The brain develops rapidly before birth, and therefore lower birth weight may reflect a poorer environment for brain growth,” Shenkin added. “We still can’t say whether low birth weight ‘causes’ lower cognitive ability test scores.”  "
2pPhvZM,2017-05-18,Morning daylight exposure tied to a good night’s sleep," Workers who are exposed to sunlight or bright indoor lights during the morning hours sleep better at night and tend to feel less depressed and stressed than those who don’t get much morning light, according to a recent study.                    Doves, silhouetted against the rising sun, fly over the Jordanian capital of Amman September 5, 2013. REUTERS/Muhammad Hamed       Exposure to more light during the day and less light at night is critical for healthy sleep patterns because it helps to calibrate the body’s internal “circadian” clock, the study team writes in the journal Sleep Health.    The results suggest that in office environments, being exposed either to daylight or electric lights that are rich in short wave “blue” light may be important for the health of workers, said lead author Mariana Figueiro.   Many office buildings may actually be moving in the direction of reducing light said Figueiro, program director at the Lighting Research Center at Rensselaer Polytechnic Institute in Troy, New York. “Much has been done to reduce light levels to promote energy efficiency, which is important, but we may be going too far in this direction,” she told Reuters Health by email.    “We need to start thinking about how we light our daytime environments,” Figueiro added.   To see whether typical office workers get enough light to regulate their sleep-wake cycle, the study team recruited participants in five government office buildings across the United States.   A total of 109 employees working at the offices wore light-measuring devices for one week in summertime to gauge their exposure to different types of light throughout the day, and 81 of these participants repeated the experiment in winter as well.   The office workers logged their sleep and wake times and completed questionnaires about their mood and sleep quality at the end of each study period.   Researchers found that people who were exposed to greater amounts of light during the morning hours, between 8 a.m. and Noon, fell asleep more quickly at night and had fewer sleep disturbances during the night compared to those exposed to low light in the morning.   People getting more morning light were also less likely to report feelings of depression and stress.   Office workers who were exposed to high levels of light all day, from 8 a.m. to 5 p.m., also reported lower levels of sleep disturbance and depression.   “Individuals should think about their lighting environment at work, and also some of their habits during the day (and before bed),” Ilia Karatsoreos, an associate professor of integrative physiology and neuroscience at Washington State University in Pullman, told Reuters Health by email.   A lack of good quality sleep has been linked to mental and physical health problems, including issues with mood, thinking, metabolism and the immune system, said Karatsoreos, who was not involved in the study.    “There are many easy things we can do during the day to increase our exposure to sunlight that could have beneficial effects on mood and sleep for many people,” Karatsoreos noted. “Perhaps leaving your desk and getting out in the bright sun for lunch could help.”   “A robust light and dark pattern (high circadian effective light during the day and low in the evening) is important for our health and wellbeing,” Figueiro said.   “Look out a window, seek light during the day, especially during the morning, go out during lunch time,” Figueiro advised.  "
2qepy1a,2017-05-17,"Combination of strength, aerobic training found best for obese elderly"," (Reuters Health) - For obese people over age 64, the combination of aerobic exercise and weight training is better for improving physical functioning than either form of exercise alone, a new study concludes.   Each type of exercise and a combination of the two produced 9 percent reductions in body weight over six months. But the combination provided the best mix of protection against muscle and bone loss with improved aerobic capacity.   Aerobic exercise and weight training, also known as resistance training, “have additive effects in improving your physical function,” chief author Dr. Dennis Villareal of the Baylor College of Medicine and the DeBakey VA Medical Center in Houston told Reuters Health by phone. “Overall the patient feels it, and we were able to document that objectively.”   The findings in the New England Journal of Medicine have broad significance because one third of older adults in the United States are obese, with all the health risks that come with being very overweight. Yet there is concern that weight loss might make them even more frail because bone and muscle might be lost as well.   The results suggest that fear is unfounded.   One hundred sixty volunteers from New Mexico with a body-mass index of 30 or higher, putting them in the obese category, and no history of regular exercise were enrolled in the study. Of this group, 141 participants, mostly white well-educated women, completed it. To assess physical performance, the Villareal team used a 37-point scale, where higher numbers indicated better physical performance.   The volunteers who participated in 60-minute aerobic or weight training sessions three times a week for six months showed increases in performance of 14 percent, improving by 3.9 points on that 37-point scale.   The volunteers who got both aerobic and strength training in longer sessions that lasted 75 to 90 minutes showed an improvement of 5.5 points, or 21 percent.   “In essence, the combined group exercised more than the aerobic group alone and the resistance group alone,” said Dr. Felipe Lobelo of the Emory University - Rollins School of Public Health in Atlanta, who was not involved in the study. “So in terms of the volume of energy expenditure, that group did more. So to me it’s not surprising to me that they got more benefits.”   But Villareal said there was concern that the two types of exercise, if combined in a single session, might interfere with each other so the exercise time in the combined group was longer.   “Otherwise they will be doing less resistance and less aerobic as compared to the resistance group and the aerobic group,” he said. “That’s not a fair comparison.”    “I think the ‘interference’ between endurance training and strength training found in some laboratory-based training studies has been overblown,” said Dr. Benjamin Levine, director of the Institute for Exercise and Environmental Medicine in Dallas, which is partly run by the University of Texas Southwestern Medical Center.   “Virtually every competitive athlete knows that the best outcome comes from a combination of strength, endurance and technical training,” Levine, who was not involved in the study, wrote in an email. “I am not sure why the investigators tried to combine them on the same day, but this study shows that - depending on patient preference and logistics - combining them is not detrimental.”   Not surprisingly, some of the exercisers had some adverse events such as shoulder, knee, hip or back pain. One person in the aerobic group fell, receiving hand and forehead scrapes.   Levine said the study, known as LITOE, “highlights a common misperception about obese individuals - although these patients were considered ‘frail,’ their overall cardiorespiratory capacity was actually remarkably normal, which is common in obese individuals who have to carry around a lot of weight in their daily lives.”   He added, “I look forward to seeing the follow up on these patients to learn how they do over the long term, since six months is a short time and fitness/strength/vitality is a lifelong process.”   “How easy it is going to be to replicate this in real life is still unknown,” Lobelo said. “The next studies will have to tease out whether you can get people to do this in a real-life scenario.”  "
